Problem ID,Function ID,Instance ID,Algorithm,Best Solution (X),Best Function Value (F)
bbob_f002_i22_d20,2,22,CMAES,"[-2.3929249403248702, -0.10911077076582654, -0.7579959095273612, -0.3335585038727853, -0.9109830401231438, -0.16500536477047056, 1.869203198553027, -2.347939771437993, -1.6962136581080896, -0.77384463552323, -3.683457113216348, -2.3455211191085015, 1.9047259543543218, -1.2982971027337964, -1.3350416945441745, -3.8888404944211015, -2.0943668452804847, -3.6087770408843554, 3.54957460564394, -1.5487924761071903]",-571.2643157152659
bbob_f002_i22_d20,2,22,DE,"[-1.4567803963788655, -0.6966140196864212, -0.5610470612101062, -0.12416351809454385, -0.9200276458846581, -0.048727489814159294, 1.67393149890617, -2.4795270625180352, -1.7321686152707654, -0.7438911735535094, -3.6591140506731414, -2.326844331356707, 1.8920677514847575, -1.3049704443377335, -1.3251556708539027, -3.897045074259297, -2.0957884547211147, -3.609888835828297, 3.548038965950939, -1.5501386479404338]",-548.2740030412125
bbob_f002_i22_d20,2,22,L-BFGS-B,,
bbob_f002_i22_d20,2,22,BIPOP-CMAES,"[6.530314544071135, 3.3241212204725707, -0.02464018845590507, -0.6690135892474955, -1.1464899623408376, -0.0620516046608158, 1.9549087971811598, -2.3624806709575785, -1.7235863816129882, -0.768929723270145, -3.6816813342841015, -2.354714960043746, 1.906510792495373, -1.2967104922706496, -1.3349839075863692, -3.8859281701630115, -2.0923554927731853, -3.6093382370867735, 3.5498716701896975, -1.5485100375175274]",-467.0689467798
bbob_f002_i23_d20,2,23,PSO,"[0.875433082801882, -0.4995190328649229, 1.3813671656685564, -1.0721320378098036, 1.4718046439620682, -1.2103665025252122, 0.6021568896832342, -3.2216122914772747, -2.913338836801408, 0.2272069447322385, -1.9629653843853367, -3.4120164416364425, 3.3960379287137377, -2.0415669081608385, 1.707215051870562, 0.7856045585812977, 0.24721162341996572, -1.3448106443407357, -2.0871906308937547, 1.3095977878380214]",-52.59956787418274
bbob_f002_i23_d20,2,23,CMAES,"[4.997573118885889, -0.5988394183430321, 1.4892696253920468, -1.0445024807799874, 1.5204305479760363, -1.2132048426188815, 0.6101711327737114, -3.2095334485964946, -2.9241266139972266, 0.22887439523220188, -1.9604761997065658, -3.413617073083343, 3.3978439766856603, -2.0413278784403834, 1.7070483450820975, 0.785941665805284, 0.24727090044859246, -1.3446957812890958, -2.087392286926611, 1.3096225326895166]",-35.281665629947824
bbob_f002_i23_d20,2,23,DE,"[0.06566603665306686, 0.18946614279603097, 1.4846479138998685, -0.5333878467988612, 0.8427057818408012, -1.289673791391316, 0.46539053674872005, -3.244780121008867, -2.8906402066211063, 0.2740152640966536, -1.951241397704031, -3.4346413108975336, 3.397364895258374, -2.0375838388080254, 1.7016929336393793, 0.7870329734575967, 0.2485886065340359, -1.3442535795174444, -2.087986515694777, 1.3098254933419846]",-34.58119432830638
bbob_f002_i23_d20,2,23,L-BFGS-B,,
bbob_f002_i23_d20,2,23,BIPOP-CMAES,"[3.814959847416126, 2.615316093895402, -2.3822997616945427, -1.1604622545604655, 2.4160796262084543, -0.9919161883546358, 0.7934710547698686, -3.207779302397935, -2.9320855425993195, 0.2013691044429289, -1.9716648005606137, -3.4231019760071257, 3.394493194915987, -2.037127778721061, 1.7079252800580742, 0.7834369080944481, 0.24802515288620441, -1.344614608420527, -2.0877078312873714, 1.3109255767766144]",58.95882387942438
bbob_f002_i24_d20,2,24,PSO,"[-3.89013903145652, 2.6171148876089707, -0.9792202824599522, 2.8604426141721735, -1.2458478599673506, 1.4210767387215766, 0.1906561153270722, 0.9568531419269996, -0.24853971191077628, 1.9686733737100826, -2.4441810735610225, 0.6258254262593373, 2.5952592987030028, 3.5317913842574535, -2.684743946931028, -3.004971431342061, 0.1721580801769958, -0.15841514894413605, 0.8808712330358731, 3.4992280041972768]",-125.68152904678992
bbob_f002_i24_d20,2,24,CMAES,"[-2.3111083894611757, 2.7725636878385735, -0.6519559118769047, 2.8116584350311156, -1.2442953240792725, 1.4152233384652675, 0.17238987496970815, 0.964425649753001, -0.2515602912108026, 1.97080554281351, -2.4418990700237435, 0.6253413099185634, 2.5973480328235166, 3.5326900795659313, -2.685846628135855, -3.004939509795745, 0.17190422741780065, -0.1583961863277379, 0.8809738176909052, 3.499232230919823]",-122.81548253085947
bbob_f002_i24_d20,2,24,DE,"[-3.8653821382217144, 0.09444813633394111, -1.8281476511835728, 3.108202169223988, -1.2801945323505703, 1.4351988126436663, -0.09281717245525606, 0.9540056041558196, -0.1301270369879935, 1.9418271778077942, -2.401868421522218, 0.6275528123558309, 2.6002020832526016, 3.5213567086048103, -2.679828081756642, -3.0068473829926514, 0.17747975440483776, -0.1564359228246671, 0.8809034724019048, 3.5006411999641966]",-87.7890264669559
bbob_f002_i24_d20,2,24,L-BFGS-B,,
bbob_f002_i24_d20,2,24,BIPOP-CMAES,"[-1.224654260227437, 1.886348752398147, -0.2661071186840595, 2.7781318818442378, 0.25985574262168387, 1.561974817982625, 0.18932762642495865, 1.0218241160495602, -0.27627482231798867, 2.005153200178223, -2.4471151450497204, 0.6416852452445471, 2.595058433945853, 3.5265024659407964, -2.688005594329185, -3.004746362806243, 0.17093776865102062, -0.15824618494532502, 0.880720063913313, 3.4996952244012]",-72.84759737471401
bbob_f002_i25_d20,2,25,PSO,"[-0.2602853164459047, -1.3269209559675599, -4.393720061190972, 0.036006969197935584, -1.2526198697583595, 0.45348272399388595, 3.5224029943215176, -3.3009538473365607, -2.9796118408611085, -2.2254716087745883, -2.2654085591564037, 2.177715548631318, -3.1315954337836014, 3.258667162072701, -1.708958668609182, -3.7738900965559594, -0.8172733781069904, -2.2781161432067525, -2.179368941307211, 3.1743008380573055]",-973.6442712603459
bbob_f002_i25_d20,2,25,CMAES,"[-2.7919889186987086, -1.2404042398363209, -3.2075170735712084, 0.2977667938895392, -1.3151313388016805, 0.36689572491701483, 3.562218748993679, -3.2476015030001033, -2.9290141378948658, -2.2980330632683073, -2.2133341193050002, 2.187520136976051, -3.13767020522448, 3.2574849098407306, -1.7086126182099108, -3.774451003890124, -0.8134843858224148, -2.276828585521908, -2.180744819868355, 3.173487129428569]",-998.7380951641749
bbob_f002_i25_d20,2,25,DE,"[-2.118714828126081, -2.0171927282408193, -2.8790769736159207, -0.48912089892705224, -1.3562505399190354, 0.5154749547135624, 3.4003514498560863, -3.258095256760358, -2.8800033591885303, -2.3195739822674355, -2.2276640449574963, 2.18294010351171, -3.1350455985598114, 3.25333222067382, -1.7121086000936625, -3.767293950482033, -0.8143238048310961, -2.2790483795646903, -2.1836289426718163, 3.1722516448957823]",-975.5571063131525
bbob_f002_i25_d20,2,25,L-BFGS-B,,
bbob_f002_i25_d20,2,25,BIPOP-CMAES,"[-5.749227648235954, -0.5261783094816042, -3.589063190743277, -0.7647731484953586, -1.1805242699883158, -0.14178246766668762, 3.6797375134393504, -3.250515029044045, -2.9127443668547652, -2.276867516911057, -2.198028442871376, 2.1915587805234944, -3.141142396731807, 3.256505278503956, -1.7121082944679442, -3.774674201326101, -0.8131868682164051, -2.275032806785248, -2.1813808897808395, 3.172515297185329]",-970.2611059091685
bbob_f002_i26_d20,2,26,PSO,"[-2.9399534806343093, 0.432637497166858, -3.1648210770371032, -1.6709159446490272, -2.105766442598539, -1.568793009276134, -2.9377035809968675, -3.6838676464476983, 1.6178253182417806, 0.3499228369714685, -2.803947268640365, 0.9822912119534604, -2.4935077459189543, 2.9471400358389364, 1.2153062660963025, -3.076867592015611, -3.8095298014658483, 2.279991359770332, 0.8344113279274036, 2.6264116184611757]",-957.4243380559913
bbob_f002_i26_d20,2,26,CMAES,"[-2.2098903550607583, 0.5646449766625814, -3.136331728141889, -1.8085558773225245, -2.114557176287563, -1.589861073867774, -2.9548173601026972, -3.680058504922701, 1.6166982893215671, 0.3486802928570203, -2.805521426303512, 0.9811421624074423, -2.493561479717909, 2.9466957386646575, 1.2139351134408107, -3.0766693291922693, -3.810454787797787, 2.28056630431613, 0.8343818558795952, 2.6263094648023575]",-956.4185080828428
bbob_f002_i26_d20,2,26,DE,"[-2.4502560157805395, 0.1987927761150851, -2.8226118218165226, -2.1490599111607445, -2.3286978580498925, -1.219800636061409, -2.974512226075603, -3.6349947225362005, 1.6522783063011768, 0.27637151772611723, -2.8027940180267366, 0.9798243844628305, -2.4951327684930407, 2.963789825839042, 1.2170269826565245, -3.0775708052376802, -3.813726674079313, 2.282917656491292, 0.8335288812858813, 2.6291267931448665]",-930.343013663537
bbob_f002_i26_d20,2,26,L-BFGS-B,,
bbob_f002_i26_d20,2,26,BIPOP-CMAES,"[-4.0836331498701, 6.993508739778285, -1.3280599640335022, -0.7492885747233841, -1.8166601240390048, -1.8600903297599776, -2.8236382719034117, -3.633000253016881, 1.6377066718046862, 0.37338756527414524, -2.7847322731875943, 0.9964663943955427, -2.501691087214375, 2.9451063060354667, 1.2116379739587435, -3.0775881546810497, -3.8088657370865975, 2.279128943156415, 0.8358022836918702, 2.6262294174676235]",-831.8740014504384
bbob_f002_i27_d20,2,27,PSO,"[0.6511517671416793, -3.9605490085852764, -2.626817133756409, 3.951649720702959, -0.8954245242122737, -0.5789076341854387, 1.6338909336481695, 0.20456870673743446, 1.7150103777892751, 1.5528562130042616, 3.618305805401134, 3.6100092272702637, 0.2560956246147345, 2.972021253499302, -1.557669972908795, -0.44159684759631157, 2.59041667400078, 0.3112000688153043, -0.8272054780285939, -1.3304163895624916]",-141.3682832145972
bbob_f002_i27_d20,2,27,CMAES,"[0.3406605778224714, -3.8300922683603247, -2.565075343008179, 3.997739548422544, -0.9591631038958139, -0.5520191468321043, 1.6406869950249963, 0.20066484710824284, 1.720853066246475, 1.5561498609684508, 3.614714542521435, 3.6108834462994395, 0.25364144242016984, 2.971986131951576, -1.5568800387945276, -0.44047410039293666, 2.590142981266503, 0.3114314144545993, -0.8272028742921069, -1.3303272609076937]",-140.90417595293044
bbob_f002_i27_d20,2,27,DE,"[1.8918262139161524, -4.621253461094392, -2.8963029712644177, 3.7063256634389647, -1.0521205615669924, -0.3481109307984975, 1.4525097082487837, 0.05068151236288021, 1.7011077368876633, 1.5892231938544035, 3.584774975093664, 3.6190817894799503, 0.25394159508380487, 2.9797974256405513, -1.563343640533916, -0.4456772156275015, 2.5938725616617893, 0.30897380388381795, -0.8276290801945041, -1.329249632332068]",-118.59103894243214
bbob_f002_i27_d20,2,27,L-BFGS-B,,
bbob_f002_i27_d20,2,27,BIPOP-CMAES,"[-9.990221059287624, -1.3762697714343277, -1.7114369359800177, 4.025187852868095, -0.3405446270053509, -1.1477030375773816, 1.57199579465708, 0.1319304946561036, 1.7231429243641354, 1.5829728154984344, 3.618668911511852, 3.608613117462442, 0.26058165724747434, 2.9778046981625557, -1.5644639763821566, -0.44072880965772204, 2.588566861088156, 0.31028141368186474, -0.8276354841081937, -1.329955315152481]",26.947053330020623
bbob_f002_i28_d20,2,28,PSO,"[1.0935474993806529, 3.686744544320249, 3.054787064031384, 0.9779861095555527, 3.2574500799545256, -1.2091731007619557, 1.2177945246055952, -3.6385928351822483, -0.4015250978260671, -3.1086146228214355, -3.48677706066008, -0.4096333710758642, -3.4691808268927824, 2.796437582026987, 3.6703214883023714, -1.1399661031015538, 3.874449473116277, -1.1823579780131948, 2.7217155651430343, -1.9199746737929964]",215.05390017939598
bbob_f002_i28_d20,2,28,CMAES,"[1.8308840755955824, 3.770958962049182, 3.20188547139386, 0.9244478496028385, 3.242007312600446, -1.2070206758607922, 1.232927912665387, -3.636990337068263, -0.4000088203234755, -3.1099403992523103, -3.483904579356283, -0.41023014491881415, -3.468490908540502, 2.796550328875062, 3.6701675832466076, -1.1401996462062112, 3.874505247253076, -1.1821684492735507, 2.7216788307540636, -1.9199609801916284]",215.76000046175784
bbob_f002_i28_d20,2,28,DE,"[0.9251574550315127, 4.967005256081796, 3.004845892539188, 1.1518282929466135, 3.678750320848241, -1.1901174370596155, 1.239038738076038, -3.666095911258591, -0.37840747807140235, -3.1583516641936793, -3.491357066647881, -0.4129055600782453, -3.472689055883783, 2.789197780207205, 3.664150813616755, -1.144016742092687, 3.8698491515282085, -1.1797217905775397, 2.7192199088260565, -1.9194892778557462]",234.31810177818627
bbob_f002_i28_d20,2,28,L-BFGS-B,,
bbob_f002_i28_d20,2,28,BIPOP-CMAES,"[-7.408443643857507, 3.1319348899006183, 0.44722666121500054, 1.2464092801102358, 3.7702596330563876, -0.7020076274040837, 1.338154196201389, -3.659700692756622, -0.42253999909100154, -3.1304588158543303, -3.475964091921846, -0.3691903672911042, -3.4659962847886483, 2.7917613176434894, 3.6706421389744177, -1.1410944529146383, 3.87570755013304, -1.1816389732061545, 2.7225918648608674, -1.9199190414193192]",335.8596139029148
bbob_f002_i29_d20,2,29,PSO,"[2.458532627761591, 3.8406265540914006, -1.486332586321087, 1.3990355770710492, -1.5509488964107567, 2.8876137530404145, 0.8980503076921104, 2.1412191570795556, -3.075026404595883, -0.39982864489981496, -0.805564000516193, 2.4550281364878153, 0.38482113823304587, -0.7657037741576008, -2.6615552866622747, -2.251145762918252, 2.4312044356686044, -3.5095212286716575, 2.590418498304788, 3.8487769690107405]",-146.6529045385521
bbob_f002_i29_d20,2,29,CMAES,"[1.4077573259497855, 4.311020874573002, -1.5761069082716221, 1.367031279741468, -1.4802970302481953, 2.909660098231707, 0.8955683626684969, 2.143080005276045, -3.078966223028125, -0.40135051602204186, -0.8087449748920736, 2.45556957658788, 0.38369357315938757, -0.7652192197572916, -2.662362299478106, -2.2512992690984586, 2.431601582324899, -3.5097809473794244, 2.5904952697668593, 3.848761114539222]",-144.81940060631882
bbob_f002_i29_d20,2,29,DE,"[2.618544090931809, 3.029216096622237, -1.537240084190542, 1.1566867618834218, -1.649850410965951, 2.920336518622182, 1.0432292448413056, 2.0833127875998487, -3.000504125330204, -0.46332050000215147, -0.7892395556844851, 2.4228587770274883, 0.40097901715271445, -0.7818945141517746, -2.6637106446592353, -2.256883406851972, 2.4326432687446995, -3.513667363373787, 2.5919436521316386, 3.8505161167163076]",-119.30136848840567
bbob_f002_i29_d20,2,29,L-BFGS-B,,
bbob_f002_i29_d20,2,29,BIPOP-CMAES,"[11.292778634784337, 3.548963373181967, 3.3385945631243716, 1.9031292710603553, -2.0351051252951957, 2.9213816541292035, 1.0860299720194508, 2.283594197874034, -3.1010758452371716, -0.4661705330043429, -0.8230301393918729, 2.452394989726335, 0.3872775390678382, -0.7754363140883468, -2.659017148790358, -2.2492234253288066, 2.4274028403117964, -3.5083915246606376, 2.5892625875360724, 3.850520841806666]",46.014727654959756
bbob_f002_i30_d20,2,30,PSO,"[0.645050060657807, -2.505065023641337, -3.702618858903189, -2.416162991608412, -0.4092595802640074, 1.4967216932613931, -0.3036563665544379, 3.2814634700794842, -0.8784014547004854, 3.9719413043591145, -1.7576151271549412, 3.490351976581382, 0.28319301368733946, -2.6335484976462396, 0.5240044151421562, -3.592805999084941, -1.9423929830352171, -0.12079875145584394, 2.0752031746872484, -3.060802496713019]",-41.89979669871229
bbob_f002_i30_d20,2,30,CMAES,"[2.2151442761972913, -1.683791165641058, -3.872171310699495, -2.369946066455488, -0.39763481788470134, 1.510983920177603, -0.31357516904844296, 3.2817056945717447, -0.8706289078096852, 3.9661806969345133, -1.7592406133952139, 3.4883510833958074, 0.2839527359032825, -2.6328700729051033, 0.5242272683075333, -3.5925799395383162, -1.9420966423270651, -0.12134381803110816, 2.0749247553616588, -3.06080567437985]",-38.222154880929345
bbob_f002_i30_d20,2,30,DE,"[1.727545514844447, -2.278314668528966, -3.179899710237036, -2.797993376830598, -0.7438743138659343, 1.4437092207089435, -0.2881298560159734, 3.201902857283538, -0.7870599773945891, 3.8842915724704676, -1.7317833163855592, 3.498831768318902, 0.27192831900025194, -2.6140559504571064, 0.5298039531634007, -3.5965265391391137, -1.9429181596895808, -0.12028091608907107, 2.0753783131046624, -3.06023462879532]",-18.376448873453157
bbob_f002_i30_d20,2,30,L-BFGS-B,,
bbob_f002_i30_d20,2,30,BIPOP-CMAES,"[1.141944811669284, 5.819352916999517, 0.06574184266384371, -2.9824082224544135, -0.18207457546208958, 1.6517014199441498, 0.3926015753955345, 3.2324572451917697, -0.8900859786702247, 3.982881081385395, -1.7514521975784674, 3.483923586770082, 0.2824465001967521, -2.6317597260407597, 0.5272446182407763, -3.591670870506893, -1.94057991806029, -0.12131560456083881, 2.075848501667006, -3.0608054135227714]",203.8883584414723
bbob_f002_i31_d20,2,31,PSO,"[-0.38168223860578476, 3.795721015135014, -2.031276314698196, 3.6246391771646826, 1.3379153629651823, 0.9498953262480674, -0.10534566807135982, -0.5727727110994428, -1.5987458197859492, -1.7753303155460458, 3.3330427119778547, -0.7115669179361609, 1.0805127591509323, -2.181647593509317, 2.523977632481875, -0.6128118477292533, 0.3992032634017352, 3.4976477474766368, 2.420802723713181, -2.290413393637732]",137.27409695350312
bbob_f002_i31_d20,2,31,CMAES,"[-0.9642863670331545, 3.7982386555718346, -2.0494619118669477, 3.6026139145342135, 1.342107878740304, 0.9430614332847034, -0.10169198265325363, -0.5749457888726859, -1.6008496164220176, -1.777039710036901, 3.3327655196465535, -0.7121114307443168, 1.080644262177576, -2.1814007748460917, 2.5238126585607423, -0.6127532523337447, 0.39926772882129224, 3.4975778154970847, 2.420774220328469, -2.290369618860566]",137.58829155722958
bbob_f002_i31_d20,2,31,DE,"[-0.589926060161936, 4.290733497426594, -1.9916713039392098, 4.335708716577393, 1.202121695348141, 0.7764520211113042, 0.10728612519931503, -0.5295718608037736, -1.606838129737976, -1.7607890613551112, 3.3298536177972213, -0.7294581467295502, 1.0999012952084262, -2.187022327029422, 2.5262657204851005, -0.6136826080173137, 0.39689342550517304, 3.49753501959205, 2.418398360377944, -2.2887868332857506]",156.8843213757644
bbob_f002_i31_d20,2,31,L-BFGS-B,,
bbob_f002_i31_d20,2,31,BIPOP-CMAES,"[4.837389603608528, 3.166908227262344, 0.06838554874405708, 1.4970299558763207, 1.2327836884720407, 0.8599537092813111, -0.13150762037705416, -0.59622959345171, -1.52289585295352, -1.7765559406032123, 3.337647796855518, -0.716234354698748, 1.0804917101935738, -2.1838084555337307, 2.5176593002869607, -0.6148244316831657, 0.40075260407467644, 3.496471960910391, 2.421692317833081, -2.290191006871073]",228.87254503066052
bbob_f002_i32_d20,2,32,PSO,"[0.8416299761682453, -1.2265720134628053, 0.9881407148199852, 1.2142790339326193, -1.0051034232427498, 2.188503918859046, -3.0290465329912917, 3.4991930778679823, -0.5437766992314674, 3.5912340382322405, 0.7676557463682652, -3.5467736349904384, 3.5626002103357015, 2.8951228825410933, 0.5809113079950563, 1.1320933288780817, -2.0249649728547072, -0.13761936432703764, -3.2223754078769886, -3.5959898520488256]",170.54358755239596
bbob_f002_i32_d20,2,32,CMAES,"[1.0003100822650381, -1.319734452460588, 1.0185986404919873, 1.182428048164649, -1.0188664272015924, 2.1912934623352323, -3.028998923625839, 3.498968755175678, -0.5457210898516687, 3.5926519605370615, 0.7681476762256709, -3.5467320391182535, 3.5632810531943377, 2.8953570375797266, 0.5807063676524162, 1.1320116428071945, -2.024823767497579, -0.1376088545705354, -3.2224017403929084, -3.5959688513533328]",170.5729373513325
bbob_f002_i32_d20,2,32,DE,"[1.1922861840066599, -0.6084533650198891, 0.5409106259770514, 1.1177069647786657, -1.0889363723817174, 2.15101130624885, -3.1844793136599168, 3.4548820955072603, -0.5001558901649841, 3.4678009932531113, 0.7539423189123595, -3.566616924419987, 3.578675107279785, 2.8944336234400057, 0.5708389297300689, 1.12766857929298, -2.0177222602914107, -0.1340537757639091, -3.2179206926982156, -3.5957077374023405]",213.39645695551587
bbob_f002_i32_d20,2,32,L-BFGS-B,,
bbob_f002_i32_d20,2,32,BIPOP-CMAES,"[4.250412392026808, -1.3708353604338488, 3.2356261717931303, 0.9424972545126435, -0.583286871158208, 2.42931295789617, -2.996424152200284, 3.4952194889764634, -0.5579194990585039, 3.5905638597644747, 0.7653369345704493, -3.5556344037936607, 3.5634613147411685, 2.8939118982509453, 0.5809362711867634, 1.1324776997376114, -2.024240852170822, -0.13705828807144352, -3.2227693669428885, -3.59615143567125]",211.23455241070968
bbob_f002_i33_d20,2,33,PSO,"[2.1205150015895278, -3.0683362141394723, 3.912855594854096, -2.562227670542151, -0.06597478567143945, -1.3935208757716127, -1.5841549001597468, 1.5474470760243293, -0.6706608748797669, 0.7767201662418013, -2.347707882278175, -0.9248648524541607, 0.5247127845457636, -1.0518832822325712, 0.9569712723647618, 2.476419448996314, -0.4285360492336888, 0.40370359020776564, -0.24008959136339292, -0.10650370866973112]",-58.62304346772588
bbob_f002_i33_d20,2,33,CMAES,"[1.561851830687755, -2.197975217539005, 4.073445326616236, -2.4919678630148026, -0.01214807794122219, -1.373899119368108, -1.616616621245191, 1.5598128882665128, -0.6669167686324275, 0.7809055464120824, -2.3463504381962403, -0.9254319713282264, 0.5219952567540673, -1.0515812267593994, 0.9575643456275218, 2.476458433231664, -0.4287086976472496, 0.4030994704532098, -0.2400005058634136, -0.1063239866849317]",-57.226637718846476
bbob_f002_i33_d20,2,33,DE,"[3.5739280393590986, -3.3143741798305495, 4.387831327317668, -2.506102263845352, -0.2586483398377408, -1.5377349680057781, -1.4877861637123493, 1.5606321299458208, -0.644346865906031, 0.7124118635829456, -2.3622024016643794, -0.8977528256108267, 0.517391190645442, -1.0352504002277358, 0.9595384493451473, 2.4805030420256675, -0.42796010953474867, 0.40236417321642715, -0.24069650608780768, -0.1062051941007205]",-42.42720220310625
bbob_f002_i33_d20,2,33,L-BFGS-B,,
bbob_f002_i33_d20,2,33,BIPOP-CMAES,"[9.563311749605932, -2.2770858731539527, 3.290219759175391, -1.7456513966231915, -0.547600295982232, -1.2474631500100768, -1.5261782264746115, 1.561794013255974, -0.68437348641318, 0.773159781834404, -2.34206756882052, -0.9217354385324104, 0.5197989311907706, -1.053490103195992, 0.9563969393010248, 2.4758715202381456, -0.4289216879990013, 0.402712118557769, -0.2404727349378375, -0.1066531786345278]",15.489769244607352
bbob_f002_i34_d20,2,34,PSO,"[0.8689074017054103, -3.453033796372125, -3.3709344166356106, 3.8664343435606825, -2.9047922149448806, -1.6468268650855187, 3.227192756640687, 1.7226177456873422, -0.8104205460808654, 2.0374547249118304, -2.999296700544102, -1.2353601465980637, 0.9060598423982943, -3.5010616986708745, 1.5447374187605205, 3.4727927129351404, -0.2135781808097886, -0.5192403721336151, -2.026407555855359, 0.341546120961777]",186.9472532004178
bbob_f002_i34_d20,2,34,CMAES,"[0.8575731388453622, -3.563415330102538, -3.4078114802921142, 3.8799763715237567, -2.8821906581233243, -1.638957611910362, 3.2253515039488416, 1.7231275139326838, -0.8066422136995204, 2.0333056837711005, -2.999542744677894, -1.2347697330459, 0.9074162240950265, -3.500647269568498, 1.5446031171265986, 3.4731072430944057, -0.21367931443499089, -0.5191091122663218, -2.026432491884316, 0.3415297093516081]",187.04200992636711
bbob_f002_i34_d20,2,34,DE,"[0.26308594592167733, -3.299457146422062, -4.090683088271758, 3.524497079640422, -3.0893060503513463, -1.800329192149781, 3.28374074959265, 1.609890816945752, -0.8560379263018196, 1.9595700250050383, -3.0146263126033457, -1.2368139259026536, 0.887405550883765, -3.511296306532321, 1.5296568350623931, 3.4723973821758793, -0.21310021348739555, -0.5231159562358934, -2.024370906818967, 0.34231540150275996]",215.80356612958303
bbob_f002_i34_d20,2,34,L-BFGS-B,,
bbob_f002_i34_d20,2,34,BIPOP-CMAES,"[1.836667485646606, -4.362050620047708, -5.459537457596544, 3.3712880491572803, -2.511884681835741, -1.6457893232980936, 3.224976752180447, 1.7575885188784366, -0.8458817835012946, 2.0506099380818745, -3.0032069662872023, -1.2432860280218825, 0.9123346881198555, -3.4987872587738997, 1.541739826231717, 3.4712166985168174, -0.2139569374305207, -0.5189707324991243, -2.0262149071878546, 0.34105738554546194]",214.55269835232627
bbob_f002_i35_d20,2,35,PSO,"[2.7077007358414416, -1.5383861561657803, -3.117296597245266, 2.1148057640166495, -2.983274475661768, 1.0869920378119498, 3.3354779732393665, -0.0473096545655219, -3.167700361977923, -3.6091975612942, -3.4645394497834516, -2.536885940091632, -2.9464634445157425, -2.365037157117356, 1.3976470293930707, -2.0440816732457154, -3.4192309639216325, -3.4144261430734866, -0.03518330507673153, -3.730400143431335]",-621.9872839175798
bbob_f002_i35_d20,2,35,CMAES,"[2.313488951740462, -1.690496710671972, -3.0517783411453934, 2.185883474296304, -3.0213470257275965, 1.0766346644918183, 3.321850011902061, -0.05156074848068837, -3.1679883655750807, -3.6065721469208247, -3.4654513872587485, -2.537627454721375, -2.9465104626675047, -2.3648079189832423, 1.3979486158124734, -2.043897709928677, -3.4191646906392252, -3.4143407959132728, -0.035270440408912584, -3.730379438042832]",-621.6507769122651
bbob_f002_i35_d20,2,35,DE,"[3.1408217733685015, -0.9551978028829605, -2.8079503402143877, 2.148987972128507, -3.030102108768147, 1.0229236561748485, 3.323627272037744, -0.09506194669114254, -3.0912009929329427, -3.6037863381409068, -3.4485846987999653, -2.563538050999567, -2.956306597042497, -2.3595613971166536, 1.3995325320242622, -2.034612190192413, -3.4252907906959464, -3.415485370158013, -0.03655304576015167, -3.731048196353524]",-604.1153941766725
bbob_f002_i35_d20,2,35,L-BFGS-B,,
bbob_f002_i35_d20,2,35,BIPOP-CMAES,"[-3.440562755830389, 1.119746857030286, 1.696670930331859, 1.8624182756030379, -1.4109533173601427, 2.3391995394070957, 3.279408229777913, -2.3802798096363154e-05, -3.1211200603420077, -3.694888667591205, -3.428925198017072, -2.4910936517554383, -2.9131390775610053, -2.3915051361206037, 1.4017821472614875, -2.0403590968618883, -3.411955481822867, -3.413669163329744, -0.037821122922839845, -3.730854554358549]",-324.3260270121125
bbob_f002_i36_d20,2,36,PSO,"[-1.4584832588912275, -3.969853607498983, 1.1859515447391744, -0.08496463996016157, 2.189611892343362, -2.9646297945472653, 3.8234412520608183, -3.4658324857036953, -1.6971806903117863, -1.4437346904357458, -3.4536052797155583, -2.93532931658554, 2.0939250265902922, -3.4938694584087537, -0.8742954726754532, -2.9266450026093893, -1.8271678934881168, 2.548546721287949, -3.768921516913921, -2.483402167437887]",-813.1635974302634
bbob_f002_i36_d20,2,36,CMAES,"[-1.1024341643788094, -3.8580143897004167, 1.13581126232273, -0.0190660755783032, 2.179357113539975, -2.9702015353362565, 3.824143398436913, -3.4830579567877034, -1.6982116445636568, -1.4433287953875915, -3.4556992180392476, -2.9325371588160407, 2.093688198014809, -3.494354289874137, -0.8735522753463556, -2.926425303067227, -1.827221965954065, 2.5488010472761937, -3.7687869949634853, -2.4831975805347217]",-813.2985676022441
bbob_f002_i36_d20,2,36,DE,"[-0.6968988073837479, -3.5508436187959678, 0.5775484863083499, -0.3034094063699535, 2.821161157657673, -3.067087454370268, 3.944833874368399, -3.4039314535168277, -1.8015075256342787, -1.484183641976403, -3.5209497464330974, -2.9010699924395, 2.116393011867347, -3.49630723217777, -0.861832426715909, -2.9187291793424874, -1.8243977990305908, 2.5472917270866304, -3.7696075639003057, -2.4835751165491167]",-774.6753011053297
bbob_f002_i36_d20,2,36,L-BFGS-B,,
bbob_f002_i36_d20,2,36,BIPOP-CMAES,"[2.2071197764059307, 6.096787342970373, -0.02858930123672776, -0.1852406689572844, 1.4598323413683634, -2.84292521154736, 3.1583200141727574, -3.4055707342816492, -1.7731667201165802, -1.4010116065950386, -3.5112298953810193, -2.923458212892246, 2.1071657949054146, -3.5032411472489233, -0.8776936928999791, -2.9273520995028424, -1.828012363824887, 2.5471229579381163, -3.7687983035245747, -2.4819608433890625]",-565.0315722771962
